id,data,produto,cliente,quantidade
4864,2022-03-29,BORRACHA,PILAO,143
4865,2022-01-01,FARINHA,CHIMBALAIE,107
4866,2022-03-27,SABAO,DOLLY,111
4867,2022-02-20,CAFE,ACALME,132
4868,2022-12-10,SAL,DOLLY,56
4869,2022-09-25,FARINHA,XOQUE,111
4870,2022-06-12,FARINHA,SANTAROSA,108
4871,2023-01-02,PAPEL,MACAXEIRA,108
4872,2022-01-21,PAPEL,DOLLY,62
4873,2022-12-02,CANETA,DOLLY,70
4874,2022-07-26,PAPEL,XOQUE,95
4875,2022-06-03,ADESIVO,XOQUE,71
4876,2022-02-02,FARINHA,ACALME,104
4877,2022-10-17,SAL,ACALME,108
4878,2023-01-27,CAFE,ACALME,103
4879,2022-10-27,BORRACHA,SANTAROSA,59
4880,2022-06-23,PAPEL,ACALME,62
4881,2022-09-08,BORRACHA,DOLLY,96
4882,2022-11-09,SABAO,ACALME,129
4883,2022-04-13,BORRACHA,CHIMBALAIE,142
4884,2022-02-15,SABAO,MACAXEIRA,86
4885,2022-01-31,ADESIVO,SANTAROSA,55
4886,2022-07-26,PLASTICO,SANTAROSA,130
4887,2022-12-24,CAFE,CHIMBALAIE,137
4888,2022-07-19,CANETA,XOQUE,52
4889,2022-05-30,CANETA,DOLLY,81
4890,2022-08-19,PAPEL,PILAO,86
4891,2022-11-07,SAL,CHIMBALAIE,111
4892,2022-03-18,SABAO,XOQUE,73
4893,2022-02-13,PLASTICO,DOLLY,133
4894,2022-02-28,PAPEL,PILAO,132
4895,2022-05-09,ADESIVO,CHIMBALAIE,136
4896,2022-11-16,SAL,MACAXEIRA,137
4897,2022-09-17,SAL,DOLLY,140
4898,2022-12-14,PLASTICO,MACAXEIRA,122
4899,2022-02-28,PAPEL,MACAXEIRA,66
4900,2022-12-21,ADESIVO,MACAXEIRA,72
4901,2022-12-26,FARINHA,DOLLY,98
4902,2022-11-10,FARINHA,DOLLY,145
4903,2022-07-02,CANETA,ACALME,113
4904,2022-12-15,FARINHA,CHIMBALAIE,81
4905,2022-01-04,PAPEL,MACAXEIRA,116
4906,2022-08-13,SAL,ACALME,130
4907,2022-06-28,SABAO,ACALME,64
4908,2022-12-29,SABAO,MACAXEIRA,98
4909,2022-07-09,SAL,XOQUE,111
4910,2022-02-27,CAFE,ACALME,74
4911,2022-11-29,BORRACHA,XOQUE,76
4912,2022-08-11,CANETA,SANTAROSA,75
4913,2022-07-08,SABAO,MACAXEIRA,124
4914,2022-03-17,BORRACHA,PILAO,65
4915,2022-09-14,SABAO,DOLLY,126
4916,2023-01-22,ADESIVO,CHIMBALAIE,127
4917,2022-07-22,SABAO,XOQUE,72
4918,2023-01-10,CAFE,CHIMBALAIE,143
4919,2023-01-17,BORRACHA,DOLLY,139
4920,2022-12-07,SABAO,XOQUE,105
4921,2022-10-29,BORRACHA,DOLLY,107
4922,2022-02-12,PAPEL,ACALME,114
4923,2022-12-26,PLASTICO,ACALME,145
4924,2022-08-19,ADESIVO,CHIMBALAIE,50
4925,2022-02-26,ADESIVO,MACAXEIRA,55
4926,2022-12-23,FARINHA,XOQUE,86
4927,2022-09-02,PAPEL,DOLLY,90
4928,2022-04-24,BORRACHA,CHIMBALAIE,124
4929,2022-08-17,PAPEL,MACAXEIRA,140
4930,2023-01-18,SAL,MACAXEIRA,129
4931,2022-12-13,SAL,ACALME,148
4932,2022-03-17,ADESIVO,DOLLY,60
4933,2022-01-16,BORRACHA,CHIMBALAIE,75
4934,2022-08-27,FARINHA,SANTAROSA,119
4935,2022-02-16,FARINHA,PILAO,123
4936,2022-10-08,SAL,CHIMBALAIE,107
4937,2022-01-12,PAPEL,PILAO,126
4938,2022-03-08,PLASTICO,ACALME,84
4939,2022-05-24,ADESIVO,ACALME,133
4940,2022-12-31,FARINHA,SANTAROSA,145
4941,2022-10-28,SABAO,XOQUE,107
4942,2022-06-04,BORRACHA,XOQUE,62
4943,2022-08-03,ADESIVO,ACALME,141
4944,2022-02-16,PLASTICO,PILAO,97
4945,2022-06-02,CANETA,ACALME,133
4946,2022-03-13,PAPEL,DOLLY,118
4947,2022-08-10,PAPEL,ACALME,73
4948,2022-04-11,ADESIVO,SANTAROSA,128
4949,2022-06-08,SABAO,ACALME,126
4950,2022-03-14,SAL,CHIMBALAIE,51
4951,2022-08-18,CANETA,MACAXEIRA,100
4952,2022-08-07,PAPEL,DOLLY,77
4953,2022-12-14,CANETA,SANTAROSA,144
4954,2022-08-27,SABAO,DOLLY,69
4955,2023-01-10,PAPEL,CHIMBALAIE,137
4956,2022-02-05,CAFE,XOQUE,101
4957,2022-04-28,PAPEL,PILAO,83
4958,2022-04-11,PAPEL,XOQUE,99
4959,2022-04-25,PLASTICO,PILAO,79
4960,2022-03-12,FARINHA,ACALME,99
4961,2022-02-13,BORRACHA,PILAO,100
4962,2022-05-31,PAPEL,CHIMBALAIE,90
4963,2022-12-31,CAFE,ACALME,50
4964,2022-09-21,PAPEL,SANTAROSA,94
4965,2022-09-04,SABAO,PILAO,108
4966,2022-09-20,ADESIVO,DOLLY,117
4967,2023-01-17,BORRACHA,ACALME,51
4968,2023-01-08,CAFE,SANTAROSA,107
4969,2022-03-21,PAPEL,MACAXEIRA,141
4970,2022-12-23,CANETA,CHIMBALAIE,116
4971,2022-04-16,FARINHA,DOLLY,116
4972,2022-01-03,CANETA,PILAO,63
4973,2022-09-05,BORRACHA,ACALME,133
4974,2022-04-09,SAL,MACAXEIRA,103
4975,2022-10-10,CANETA,SANTAROSA,93
4976,2022-12-06,CANETA,CHIMBALAIE,125
4977,2022-10-06,ADESIVO,CHIMBALAIE,118
4978,2022-11-14,CAFE,ACALME,62
4979,2022-02-04,BORRACHA,SANTAROSA,117
4980,2022-05-04,BORRACHA,PILAO,94
4981,2022-07-15,FARINHA,CHIMBALAIE,84
4982,2022-04-30,SAL,CHIMBALAIE,66
4983,2022-03-07,CANETA,SANTAROSA,78
4984,2022-01-08,SAL,MACAXEIRA,138
4985,2022-11-09,FARINHA,XOQUE,91
4986,2022-10-23,PLASTICO,XOQUE,95
4987,2022-07-08,CAFE,ACALME,65
4988,2022-01-18,CANETA,PILAO,109
4989,2022-02-20,ADESIVO,DOLLY,68
4990,2022-03-08,PAPEL,SANTAROSA,50
4991,2023-01-04,CAFE,PILAO,134
4992,2022-03-04,SAL,DOLLY,94
4993,2022-06-10,PAPEL,XOQUE,128
4994,2022-11-12,SABAO,SANTAROSA,125
4995,2022-12-07,CAFE,SANTAROSA,50
4996,2022-02-25,CANETA,CHIMBALAIE,63
4997,2022-12-27,SAL,SANTAROSA,139
4998,2022-06-05,BORRACHA,PILAO,100
4999,2022-07-23,BORRACHA,SANTAROSA,51
5000,2022-06-19,ADESIVO,PILAO,131
5001,2022-02-14,FARINHA,DOLLY,103
5002,2022-09-06,BORRACHA,CHIMBALAIE,56
5003,2022-01-01,BORRACHA,XOQUE,73
5004,2022-04-24,SAL,MACAXEIRA,66
5005,2022-12-19,CAFE,SANTAROSA,58
5006,2022-08-10,BORRACHA,XOQUE,69
5007,2022-11-09,PLASTICO,MACAXEIRA,69
5008,2022-08-10,ADESIVO,DOLLY,142
5009,2022-08-03,FARINHA,CHIMBALAIE,93
5010,2022-04-04,SABAO,ACALME,124
5011,2022-09-06,PAPEL,CHIMBALAIE,59
5012,2022-04-01,BORRACHA,SANTAROSA,64
5013,2022-09-12,CAFE,XOQUE,88
5014,2022-01-18,BORRACHA,XOQUE,74
5015,2022-01-05,CANETA,MACAXEIRA,55
5016,2022-06-25,FARINHA,CHIMBALAIE,65
5017,2022-08-08,PLASTICO,PILAO,69
5018,2022-01-13,ADESIVO,DOLLY,59
5019,2022-11-26,SABAO,SANTAROSA,112
5020,2022-07-06,SAL,MACAXEIRA,127
5021,2022-02-11,PLASTICO,MACAXEIRA,126
5022,2022-06-14,PLASTICO,CHIMBALAIE,72
5023,2023-01-02,BORRACHA,CHIMBALAIE,74
5024,2022-03-12,PAPEL,XOQUE,70
5025,2022-06-02,SABAO,DOLLY,97
5026,2022-04-07,FARINHA,MACAXEIRA,136
5027,2022-07-27,CAFE,SANTAROSA,77
5028,2022-07-12,BORRACHA,PILAO,102
5029,2022-05-09,CANETA,SANTAROSA,58
5030,2022-05-13,ADESIVO,CHIMBALAIE,128
5031,2022-10-28,BORRACHA,XOQUE,138
5032,2022-03-07,BORRACHA,DOLLY,94
5033,2022-11-16,SAL,PILAO,62
5034,2022-11-06,CAFE,PILAO,75
5035,2022-08-17,PLASTICO,ACALME,110
5036,2022-12-02,SABAO,SANTAROSA,113
5037,2022-09-29,BORRACHA,XOQUE,95
5038,2022-01-30,SAL,ACALME,102
5039,2022-04-18,CAFE,XOQUE,119
5040,2022-03-15,ADESIVO,PILAO,70
5041,2022-04-17,SAL,DOLLY,91
5042,2022-01-04,CAFE,ACALME,131
5043,2022-02-09,PAPEL,DOLLY,129
5044,2022-08-16,CAFE,CHIMBALAIE,117
5045,2022-02-07,SAL,SANTAROSA,52
5046,2022-12-12,CANETA,PILAO,77
5047,2022-05-08,PLASTICO,PILAO,143
5048,2022-12-02,ADESIVO,PILAO,109
5049,2023-01-10,SABAO,DOLLY,130
5050,2022-06-22,FARINHA,CHIMBALAIE,75
5051,2022-09-08,PLASTICO,CHIMBALAIE,80
5052,2022-02-15,PAPEL,ACALME,73
5053,2022-01-14,BORRACHA,MACAXEIRA,93
5054,2022-10-06,BORRACHA,DOLLY,141
5055,2022-10-06,ADESIVO,CHIMBALAIE,57
5056,2022-06-13,CANETA,XOQUE,93
5057,2022-05-15,BORRACHA,DOLLY,51
5058,2022-04-19,ADESIVO,PILAO,147
5059,2022-09-02,CANETA,ACALME,82
5060,2022-03-22,CAFE,CHIMBALAIE,111
5061,2022-01-12,PLASTICO,DOLLY,118
5062,2022-06-17,SABAO,MACAXEIRA,117
5063,2022-01-30,FARINHA,CHIMBALAIE,65
5064,2022-05-16,PAPEL,MACAXEIRA,135
5065,2022-05-30,SABAO,DOLLY,52
5066,2023-01-11,SAL,XOQUE,88
5067,2023-01-21,PAPEL,PILAO,59
5068,2022-09-16,ADESIVO,XOQUE,131
5069,2022-11-12,FARINHA,CHIMBALAIE,85
5070,2022-12-08,ADESIVO,XOQUE,144
5071,2022-04-18,SABAO,XOQUE,76
5072,2022-06-22,FARINHA,CHIMBALAIE,138
5073,2022-06-20,CANETA,XOQUE,118
5074,2022-08-31,SABAO,DOLLY,142
5075,2022-12-31,ADESIVO,PILAO,131
5076,2022-06-14,PLASTICO,ACALME,109
5077,2022-01-19,SAL,MACAXEIRA,137
5078,2022-01-02,CANETA,SANTAROSA,96
5079,2022-11-24,SABAO,ACALME,88
5080,2022-11-23,SAL,SANTAROSA,53
5081,2022-09-24,BORRACHA,ACALME,52
5082,2022-03-15,PLASTICO,DOLLY,121
5083,2022-10-26,CANETA,SANTAROSA,79
5084,2022-01-24,CANETA,XOQUE,108
5085,2022-04-09,ADESIVO,SANTAROSA,56
5086,2022-06-01,BORRACHA,PILAO,56
5087,2022-01-30,CANETA,CHIMBALAIE,67
5088,2022-08-06,PLASTICO,ACALME,82
5089,2022-01-02,ADESIVO,PILAO,52
5090,2022-01-27,CAFE,PILAO,100
5091,2022-06-29,SAL,MACAXEIRA,71
5092,2022-10-29,FARINHA,XOQUE,133
5093,2023-01-15,SABAO,MACAXEIRA,68
5094,2022-08-25,CAFE,PILAO,92
5095,2022-05-30,PAPEL,XOQUE,106
5096,2022-04-09,PLASTICO,PILAO,86
5097,2022-02-24,SAL,SANTAROSA,93
5098,2022-12-06,CANETA,XOQUE,120
5099,2022-08-21,CAFE,PILAO,63
5100,2022-04-12,FARINHA,SANTAROSA,108
5101,2022-01-10,SABAO,CHIMBALAIE,138
5102,2022-01-04,PAPEL,MACAXEIRA,135
5103,2022-09-01,ADESIVO,CHIMBALAIE,113
5104,2022-04-16,FARINHA,CHIMBALAIE,73
5105,2022-05-01,SABAO,XOQUE,126
5106,2022-07-12,SAL,CHIMBALAIE,94
5107,2022-03-09,PLASTICO,PILAO,97
5108,2022-05-08,CANETA,PILAO,67
5109,2022-01-30,PLASTICO,XOQUE,138
5110,2022-07-22,SAL,DOLLY,112
5111,2022-06-03,PLASTICO,PILAO,56
5112,2022-09-07,CAFE,ACALME,136
5113,2022-12-11,BORRACHA,SANTAROSA,120
5114,2022-02-22,CANETA,MACAXEIRA,114
5115,2022-09-25,CANETA,DOLLY,52
5116,2022-08-28,CAFE,DOLLY,83
5117,2022-05-13,FARINHA,ACALME,84
5118,2022-04-24,SAL,CHIMBALAIE,120
5119,2022-11-01,PLASTICO,PILAO,106
5120,2023-01-06,ADESIVO,CHIMBALAIE,90
5121,2022-06-18,FARINHA,XOQUE,139
5122,2022-08-13,SAL,MACAXEIRA,103
5123,2022-04-02,SABAO,SANTAROSA,138
5124,2022-03-13,CAFE,MACAXEIRA,147
5125,2022-03-21,CANETA,DOLLY,79
5126,2022-06-27,SAL,XOQUE,60
5127,2022-07-02,PAPEL,ACALME,60
5128,2022-05-09,CANETA,CHIMBALAIE,144
5129,2022-03-11,FARINHA,MACAXEIRA,124
5130,2022-12-13,PLASTICO,ACALME,74
5131,2022-05-21,ADESIVO,PILAO,87
5132,2022-04-09,BORRACHA,CHIMBALAIE,94
5133,2022-02-24,SABAO,DOLLY,108
5134,2022-06-08,PLASTICO,XOQUE,108
5135,2022-12-06,FARINHA,XOQUE,81
5136,2022-07-19,ADESIVO,XOQUE,58
5137,2022-05-04,SABAO,XOQUE,148
5138,2022-08-26,FARINHA,ACALME,136
5139,2022-07-09,ADESIVO,MACAXEIRA,99
5140,2022-06-13,CAFE,MACAXEIRA,106
5141,2022-10-25,SAL,PILAO,122
5142,2023-01-25,CAFE,CHIMBALAIE,102
5143,2022-02-09,CAFE,MACAXEIRA,108
5144,2022-04-15,CAFE,XOQUE,84
5145,2022-04-23,BORRACHA,DOLLY,117
5146,2023-01-13,CANETA,SANTAROSA,87
5147,2022-01-15,FARINHA,ACALME,64
5148,2022-01-15,PLASTICO,PILAO,117
5149,2022-08-31,PLASTICO,CHIMBALAIE,104
5150,2022-07-17,PAPEL,SANTAROSA,98
5151,2022-12-18,FARINHA,MACAXEIRA,142
5152,2022-03-04,PLASTICO,XOQUE,124
5153,2022-10-04,BORRACHA,DOLLY,113
5154,2022-06-10,CAFE,ACALME,102
5155,2022-03-11,SAL,PILAO,134
5156,2023-01-06,CAFE,SANTAROSA,59
5157,2022-12-13,SAL,CHIMBALAIE,130
5158,2022-08-23,CANETA,CHIMBALAIE,53
5159,2022-03-31,PLASTICO,XOQUE,50
5160,2022-01-07,SABAO,SANTAROSA,99
5161,2022-06-30,SAL,DOLLY,98
5162,2022-04-23,CANETA,CHIMBALAIE,97
5163,2023-01-04,FARINHA,CHIMBALAIE,118
5164,2022-04-23,PLASTICO,DOLLY,147
5165,2022-05-22,CANETA,XOQUE,128
5166,2022-06-25,FARINHA,CHIMBALAIE,75
5167,2023-01-23,CANETA,CHIMBALAIE,88
5168,2022-01-07,PAPEL,MACAXEIRA,81
5169,2022-11-17,PLASTICO,XOQUE,74
5170,2023-01-30,SABAO,MACAXEIRA,117
5171,2022-07-24,SAL,MACAXEIRA,86
5172,2022-05-10,CAFE,ACALME,50
5173,2022-03-26,CANETA,DOLLY,124
5174,2022-11-28,PLASTICO,ACALME,87
5175,2022-04-22,CAFE,MACAXEIRA,110
5176,2022-05-08,ADESIVO,CHIMBALAIE,63
5177,2023-01-22,CAFE,DOLLY,143
5178,2022-07-01,PLASTICO,ACALME,58
5179,2022-01-04,CANETA,SANTAROSA,142
5180,2022-10-21,CANETA,DOLLY,120
5181,2022-03-13,ADESIVO,SANTAROSA,100
5182,2022-10-13,FARINHA,DOLLY,104
5183,2022-07-04,CANETA,PILAO,101
5184,2022-10-18,BORRACHA,PILAO,92
5185,2022-05-17,FARINHA,PILAO,119
5186,2022-07-12,CANETA,PILAO,93
5187,2022-05-11,PAPEL,DOLLY,61
5188,2022-05-31,CAFE,XOQUE,135
5189,2022-05-25,FARINHA,ACALME,76
5190,2022-03-27,ADESIVO,XOQUE,67
5191,2022-11-01,PLASTICO,MACAXEIRA,134
5192,2022-05-03,PLASTICO,XOQUE,68
5193,2022-04-05,SABAO,MACAXEIRA,77
5194,2022-05-17,BORRACHA,XOQUE,50
5195,2022-05-31,PAPEL,MACAXEIRA,115
5196,2022-10-10,SAL,SANTAROSA,111
5197,2022-07-12,SABAO,SANTAROSA,102
5198,2022-02-17,ADESIVO,ACALME,118
5199,2022-07-16,SABAO,ACALME,97
5200,2022-12-01,FARINHA,XOQUE,119
5201,2022-05-07,CAFE,SANTAROSA,111
5202,2022-08-20,CAFE,DOLLY,143
5203,2022-08-31,BORRACHA,SANTAROSA,100
5204,2022-10-03,PAPEL,MACAXEIRA,70
5205,2023-01-27,ADESIVO,ACALME,103
5206,2022-01-03,CAFE,PILAO,87
5207,2022-08-12,PAPEL,DOLLY,122
5208,2023-01-28,CANETA,XOQUE,84
5209,2022-07-19,SABAO,DOLLY,112
5210,2022-05-21,SAL,ACALME,67
5211,2022-05-24,ADESIVO,MACAXEIRA,131
5212,2022-09-24,PLASTICO,SANTAROSA,107
5213,2022-07-31,FARINHA,PILAO,124
5214,2022-09-23,ADESIVO,ACALME,78
5215,2022-11-02,SABAO,SANTAROSA,93
5216,2022-05-31,BORRACHA,CHIMBALAIE,59
5217,2022-09-07,SAL,XOQUE,97
5218,2022-03-17,CANETA,CHIMBALAIE,62
5219,2022-06-20,FARINHA,XOQUE,115
5220,2022-03-20,SAL,DOLLY,57
5221,2022-08-01,PAPEL,PILAO,104
5222,2022-03-07,PLASTICO,SANTAROSA,104
5223,2022-04-20,CAFE,DOLLY,123
5224,2022-03-25,BORRACHA,DOLLY,77
5225,2022-08-09,ADESIVO,MACAXEIRA,132
5226,2022-11-23,PAPEL,SANTAROSA,58
5227,2022-09-05,PAPEL,XOQUE,134
5228,2022-10-02,PLASTICO,DOLLY,98
5229,2022-08-10,ADESIVO,CHIMBALAIE,114
5230,2022-10-15,SAL,ACALME,87
5231,2023-01-06,SABAO,DOLLY,105
5232,2022-09-07,BORRACHA,PILAO,130
5233,2022-03-27,SABAO,DOLLY,56
5234,2022-03-18,FARINHA,XOQUE,140
5235,2022-02-23,FARINHA,DOLLY,142
5236,2022-06-08,SAL,XOQUE,61
5237,2023-01-16,CANETA,PILAO,72
5238,2022-09-30,PLASTICO,DOLLY,122
5239,2022-12-04,BORRACHA,DOLLY,119
5240,2022-07-09,SAL,DOLLY,65
5241,2022-06-22,BORRACHA,XOQUE,136
5242,2022-01-23,CAFE,SANTAROSA,118
5243,2022-10-06,SABAO,XOQUE,131
5244,2022-12-15,ADESIVO,MACAXEIRA,127
5245,2022-03-09,FARINHA,ACALME,113
5246,2022-02-25,CANETA,ACALME,120
5247,2022-04-20,CANETA,PILAO,81
5248,2022-09-04,CAFE,XOQUE,67
5249,2022-12-12,CANETA,MACAXEIRA,104
5250,2022-09-27,FARINHA,PILAO,114
5251,2022-08-25,CANETA,XOQUE,111
5252,2022-06-25,CAFE,MACAXEIRA,119
5253,2022-07-14,SABAO,MACAXEIRA,117
5254,2022-08-09,FARINHA,ACALME,82
5255,2022-07-01,PAPEL,MACAXEIRA,88
5256,2022-09-19,CAFE,SANTAROSA,121
5257,2022-12-29,PAPEL,ACALME,141
5258,2022-01-16,SABAO,PILAO,123
5259,2022-03-27,BORRACHA,PILAO,106
5260,2022-12-02,FARINHA,CHIMBALAIE,70
5261,2022-10-08,SAL,XOQUE,116
5262,2022-10-29,PLASTICO,PILAO,67
5263,2022-01-01,CAFE,ACALME,101
5264,2022-06-06,FARINHA,MACAXEIRA,112
5265,2022-11-07,SAL,ACALME,137
5266,2022-05-14,FARINHA,PILAO,124
5267,2022-07-19,FARINHA,XOQUE,133
5268,2023-01-25,ADESIVO,SANTAROSA,69
5269,2022-05-18,ADESIVO,SANTAROSA,93
5270,2022-12-12,FARINHA,DOLLY,134
5271,2022-12-15,SAL,PILAO,97
5272,2022-05-31,PLASTICO,PILAO,135
5273,2022-06-19,CANETA,ACALME,71
5274,2022-04-06,PAPEL,XOQUE,82
5275,2022-10-09,CAFE,DOLLY,141
5276,2022-11-20,ADESIVO,XOQUE,85
5277,2022-01-18,BORRACHA,ACALME,66
5278,2022-04-06,BORRACHA,SANTAROSA,132
5279,2022-03-27,SABAO,PILAO,126
5280,2022-08-20,SAL,MACAXEIRA,71
5281,2022-07-27,FARINHA,SANTAROSA,131
5282,2022-01-09,PAPEL,PILAO,131
5283,2022-10-22,FARINHA,XOQUE,76
5284,2022-07-19,CAFE,DOLLY,62
5285,2022-11-26,FARINHA,ACALME,117
5286,2022-02-02,BORRACHA,DOLLY,131
5287,2022-10-08,FARINHA,MACAXEIRA,144
5288,2022-03-29,ADESIVO,XOQUE,149
5289,2022-12-08,BORRACHA,SANTAROSA,109
5290,2022-11-03,ADESIVO,ACALME,90
5291,2022-03-28,SABAO,ACALME,95
5292,2022-09-27,CANETA,CHIMBALAIE,144
5293,2022-07-26,ADESIVO,SANTAROSA,95
5294,2022-01-30,CAFE,CHIMBALAIE,143
5295,2022-12-13,PAPEL,PILAO,126
5296,2022-08-17,PLASTICO,XOQUE,103
5297,2022-01-18,FARINHA,XOQUE,116
5298,2022-02-28,BORRACHA,DOLLY,72
5299,2022-08-12,CANETA,DOLLY,103
5300,2022-06-26,PAPEL,XOQUE,79
5301,2022-12-23,SAL,SANTAROSA,139
5302,2022-06-23,CANETA,DOLLY,109
5303,2022-06-04,BORRACHA,XOQUE,53
5304,2022-07-10,CANETA,CHIMBALAIE,100
5305,2022-11-02,CANETA,PILAO,131
5306,2022-10-03,FARINHA,PILAO,104
5307,2022-06-22,SABAO,PILAO,76
5308,2023-01-30,PLASTICO,MACAXEIRA,88
5309,2022-05-30,ADESIVO,ACALME,97
5310,2022-05-05,SABAO,MACAXEIRA,135
5311,2023-01-07,FARINHA,CHIMBALAIE,120
5312,2022-06-15,ADESIVO,CHIMBALAIE,53
5313,2022-05-02,CAFE,MACAXEIRA,72
5314,2022-10-06,FARINHA,CHIMBALAIE,116
5315,2022-08-23,SAL,CHIMBALAIE,98
5316,2022-09-08,FARINHA,MACAXEIRA,104
5317,2022-08-29,SABAO,PILAO,108
5318,2022-09-17,BORRACHA,ACALME,141
5319,2022-02-19,SAL,ACALME,107
5320,2022-05-15,PLASTICO,MACAXEIRA,62
5321,2022-08-18,BORRACHA,DOLLY,136
5322,2022-03-02,SABAO,SANTAROSA,129
5323,2022-01-21,PLASTICO,XOQUE,97
5324,2022-11-05,CANETA,MACAXEIRA,66
5325,2022-10-05,CANETA,MACAXEIRA,134
5326,2022-12-16,SABAO,PILAO,110
5327,2022-05-07,SABAO,DOLLY,119
5328,2022-11-16,SABAO,SANTAROSA,109
5329,2022-10-09,CANETA,PILAO,144
5330,2022-06-05,FARINHA,CHIMBALAIE,108
5331,2022-09-12,PAPEL,MACAXEIRA,120
5332,2022-12-17,SABAO,SANTAROSA,126
5333,2022-03-09,CANETA,ACALME,101
5334,2022-05-22,BORRACHA,CHIMBALAIE,66
5335,2022-07-12,PLASTICO,SANTAROSA,72
5336,2022-02-12,ADESIVO,SANTAROSA,71
5337,2022-02-06,ADESIVO,ACALME,118
5338,2022-11-05,SABAO,CHIMBALAIE,66
5339,2022-07-05,FARINHA,DOLLY,66
5340,2022-06-30,SAL,CHIMBALAIE,73
5341,2022-08-03,ADESIVO,PILAO,149
5342,2022-11-14,CANETA,SANTAROSA,116
5343,2023-01-14,ADESIVO,XOQUE,94
5344,2023-01-10,SABAO,SANTAROSA,86
5345,2022-08-03,FARINHA,PILAO,68
5346,2022-10-17,CAFE,DOLLY,53
5347,2022-03-03,ADESIVO,PILAO,118
5348,2022-10-03,CAFE,PILAO,52
5349,2022-11-04,ADESIVO,MACAXEIRA,90
5350,2022-05-08,BORRACHA,ACALME,129
5351,2023-01-02,ADESIVO,PILAO,100
5352,2022-07-08,PAPEL,MACAXEIRA,66
5353,2022-12-24,ADESIVO,PILAO,136
5354,2022-08-30,ADESIVO,MACAXEIRA,132
5355,2022-06-23,CANETA,MACAXEIRA,78
5356,2022-12-09,SAL,DOLLY,119
5357,2023-01-17,ADESIVO,SANTAROSA,133
5358,2022-02-21,SABAO,ACALME,129
5359,2022-07-09,SAL,XOQUE,125
5360,2022-01-12,PAPEL,ACALME,90
5361,2022-10-22,ADESIVO,MACAXEIRA,51
5362,2022-09-12,PAPEL,CHIMBALAIE,96
5363,2022-06-16,FARINHA,PILAO,128
5364,2022-07-18,CANETA,MACAXEIRA,116
5365,2022-11-17,CANETA,PILAO,128
5366,2022-11-30,SAL,SANTAROSA,127
5367,2022-03-23,CAFE,XOQUE,88
5368,2022-01-04,SAL,CHIMBALAIE,83
5369,2022-01-08,ADESIVO,SANTAROSA,127
5370,2023-01-30,PAPEL,XOQUE,102
5371,2022-08-13,CANETA,MACAXEIRA,89
5372,2022-04-17,SABAO,MACAXEIRA,142
5373,2022-11-04,BORRACHA,XOQUE,72
5374,2023-01-04,CAFE,DOLLY,140
5375,2022-07-18,FARINHA,XOQUE,56
5376,2022-01-30,BORRACHA,XOQUE,100
5377,2022-12-18,CANETA,MACAXEIRA,114
5378,2022-02-03,PAPEL,DOLLY,98
5379,2022-09-02,SAL,ACALME,133
5380,2022-06-30,SAL,CHIMBALAIE,111
5381,2022-03-18,SAL,SANTAROSA,70
5382,2022-04-05,SABAO,XOQUE,65
5383,2022-02-02,SAL,ACALME,104
5384,2022-10-19,PLASTICO,PILAO,136
5385,2022-11-14,ADESIVO,DOLLY,115
5386,2022-10-24,ADESIVO,DOLLY,129
5387,2022-04-10,SABAO,XOQUE,77
5388,2022-09-30,CANETA,MACAXEIRA,115
5389,2022-03-30,PAPEL,ACALME,66
5390,2023-01-21,CANETA,PILAO,131
5391,2022-12-21,PAPEL,ACALME,145
5392,2022-10-01,PAPEL,CHIMBALAIE,77
5393,2022-08-31,BORRACHA,SANTAROSA,117
5394,2022-07-24,PAPEL,MACAXEIRA,77
5395,2022-02-02,SAL,SANTAROSA,149
5396,2022-11-16,FARINHA,MACAXEIRA,84
5397,2022-08-29,PLASTICO,PILAO,147
5398,2022-01-11,BORRACHA,PILAO,125
5399,2022-07-18,CANETA,XOQUE,61
5400,2022-08-05,BORRACHA,DOLLY,62
5401,2022-08-07,CAFE,MACAXEIRA,73
5402,2022-06-07,SAL,XOQUE,127
5403,2022-11-17,CAFE,ACALME,103
5404,2022-10-31,CANETA,MACAXEIRA,104
5405,2022-01-30,PAPEL,SANTAROSA,98
5406,2022-02-25,PAPEL,DOLLY,128
5407,2022-09-20,FARINHA,MACAXEIRA,88
5408,2022-04-05,FARINHA,SANTAROSA,108
5409,2022-12-08,CANETA,CHIMBALAIE,117
5410,2022-10-24,CANETA,MACAXEIRA,111
5411,2023-01-26,PAPEL,PILAO,141
5412,2022-11-04,BORRACHA,SANTAROSA,127
5413,2022-08-18,PLASTICO,MACAXEIRA,94
5414,2022-07-13,SABAO,DOLLY,90
5415,2023-01-02,PAPEL,ACALME,136
5416,2022-05-31,FARINHA,SANTAROSA,72
5417,2022-01-06,BORRACHA,ACALME,144
5418,2023-01-03,CAFE,PILAO,50
5419,2022-04-05,PLASTICO,DOLLY,114
5420,2023-01-02,PLASTICO,ACALME,92
5421,2022-03-24,FARINHA,DOLLY,137
5422,2022-01-24,SAL,SANTAROSA,114
5423,2022-05-17,PAPEL,DOLLY,109
5424,2022-09-14,PAPEL,XOQUE,54
5425,2022-05-23,PLASTICO,MACAXEIRA,89
5426,2022-09-12,CAFE,ACALME,112
5427,2022-07-20,CANETA,PILAO,110
5428,2022-12-28,CAFE,PILAO,101
5429,2022-03-08,ADESIVO,SANTAROSA,62
